$GPRMC,130658.000,A,4352.0690,N,08117.9087,W,0.46,349.59,110514$GPGGA,130658.200,4352.0691,N,08117.9086,W,1,4,4.18,325.9,M,-35.3,M,,*6F
$GPGGA,130658.400,4352.0692,N,08117.9085,W,1,4,4.18,326.1,M,-35.3,M,,*62
$GPGGA,130658.600,4352.0693,N,08117.9084,W,1,4,4.18,326.2,M,-35.3,M,,*63
$GPGGA,130658.800,4352.0694,N,08117.9083,W,1,4,4.18,326.4,M,-35.3,M,,*6B
$GPGGA,130659.000,4352.0695,N,08117.9082,W,1,4,4.18,326.4,M,-35.3,M,,*62
$GPGGA,130659.200,4352.0696,N,08117.9082,W,1,4,4.18,326.2,M,-35.3,M,,*65
$GPGGA,130659.400,4352.0697,N,08117.9082,W,1,4,4.18,326.0,M,-35.3,M,,*60
$GPGGA,130659.600,4352.0698,N,08117.9082,W,1,4,4.18,325.7,M,-35.3,M,,*69
$GPGGA,130659.800,4352.0699,N,08117.9082,W,1,4,4.18,325.6,M,-35.3,M,,*67
$GPGGA,130700.000,4352.0699,N,08117.9081,W,1,4,4.18,325.4,M,-35.3,M,,*63
$GPGGA,130700.200,4352.0700,N,08117.9081,W,1,4,4.18,325.3,M,-35.3,M,,*67
$GPGGA,130700.400,4352.0700,N,08117.9082,W,1,4,4.18,325.2,M,-35.3,M,,*63
$GPGGA,130700.600,4352.0700,N,08117.9081,W,1,4,4.18,325.4,M,-35.3,M,,*64
$GPGGA,130700.800,4352.0700,N,08117.9081,W,1,4,4.18,325.7,M,-35.3,M,,*69
$GPGGA,130701.000,4352.0700,N,08117.9080,W,1,4,4.18,326.1,M,-35.3,M,,*64
$GPGGA,130701.200,4352.0701,N,08117.9079,W,1,4,4.19,326.4,M,-35.3,M,,*65
$GPGGA,130701.400,4352.0701,N,08117.9078,W,1,4,4.18,326.8,M,-35.3,M,,*6F
$GPGGA,130701.600,4352.0701,N,08117.9077,W,1,4,4.18,327.0,M,-35.3,M,,*6B
$GPGGA,130701.800,4352.0702,N,08117.9077,W,1,4,4.19,327.2,M,-35.3,M,,*65
$GPGGA,130702.000,4352.0702,N,08117.9077,W,1,4,4.18,327.3,M,-35.3,M,,*6E
$GPGGA,130702.200,4352.0702,N,08117.9076,W,1,4,4.19,327.4,M,-35.3,M,,*6B
$GPGGA,130702.400,4352.0703,N,08117.9076,W,1,4,4.19,327.3,M,-35.3,M,,*6B
$GPGGA,130702.600,4352.0703,N,08117.9076,W,1,4,4.19,327.3,M,-35.3,M,,*69
$GPGGA,130702.800,4352.0703,N,08117.9076,W,1,4,4.18,327.2,M,-35.3,M,,*67
$GPGGA,130703.000,4352.0704,N,08117.9076,W,1,4,4.19,327.3,M,-35.3,M,,*69
$GPGGA,130703.200,4352.0704,N,08117.9075,W,1,4,4.18,327.6,M,-35.3,M,,*6C
$GPGGA,130703.400,4352.0704,N,08117.9075,W,1,4,4.19,327.8,M,-35.3,M,,*65
$GPGGA,130703.600,4352.0705,N,08117.9073,W,1,4,4.19,328.3,M,-35.3,M,,*64
$GPGGA,130703.800,4352.0705,N,08117.9072,W,1,4,4.19,328.8,M,-35.3,M,,*60
$GPGGA,130704.000,4352.0705,N,08117.9072,W,1,4,4.19,329.3,M,-35.3,M,,*65
$GPGGA,130704.200,4352.0704,N,08117.9072,W,1,4,4.19,329.6,M,-35.3,M,,*63
$GPGGA,130704.400,4352.0704,N,08117.9069,W,1,4,1.89,331.2,M,-35.3,M,,*6E
$GPGGA,130704.600,4352.0703,N,08117.9069,W,1,4,4.19,331.4,M,-35.3,M,,*61
$GPGGA,130704.800,4352.0702,N,08117.9070,W,1,4,4.19,331.4,M,-35.3,M,,*66
$GPGGA,130705.000,4352.0701,N,08117.9069,W,1,4,1.89,332.1,M,-35.3,M,,*6E
$GPGGA,130705.200,4352.0701,N,08117.9068,W,1,4,1.89,332.6,M,-35.3,M,,*6A
$GPGGA,130705.400,4352.0700,N,08117.9068,W,1,4,1.89,332.9,M,-35.3,M,,*62
$GPGGA,130705.600,4352.0699,N,08117.9069,W,1,4,1.89,333.2,M,-35.3,M,,*6A
$GPGGA,130705.800,4352.0698,N,08117.9069,W,1,4,1.89,333.4,M,-35.3,M,,*63
$GPGGA,130706.000,4352.0697,N,08117.9070,W,1,4,1.89,333.6,M,-35.3,M,,*6D
$GPGGA,130706.200,4352.0696,N,08117.9071,W,1,4,1.89,333.7,M,-35.3,M,,*6E
$GPGGA,130706.400,4352.0694,N,08117.9072,W,1,4,1.89,333.8,M,-35.3,M,,*66
$GPGGA,130706.600,4352.0693,N,08117.9073,W,1,4,1.89,334.0,M,-35.3,M,,*6D
$GPGGA,130706.800,4352.0692,N,08117.9073,W,1,4,1.89,334.3,M,-35.3,M,,*61
$GPGGA,130707.000,4352.0691,N,08117.9073,W,1,4,1.89,334.6,M,-35.3,M,,*6E
$GPGGA,130707.200,4352.0690,N,08117.9074,W,1,4,1.89,334.8,M,-35.3,M,,*64
$GPGGA,130707.400,4352.0688,N,08117.9076,W,1,4,1.89,334.8,M,-35.3,M,,*69
$GPGGA,130707.600,4352.0686,N,08117.9077,W,1,4,1.89,334.6,M,-35.3,M,,*6A
$GPGGA,130707.800,4352.0684,N,08117.9080,W,1,4,1.89,334.4,M,-35.3,M,,*6C
$GPGGA,130708.000,4352.0683,N,08117.9081,W,1,4,1.89,334.2,M,-35.3,M,,*6B
$GPGGA,130708.200,4352.0681,N,08117.9083,W,1,4,1.89,334.0,M,-35.3,M,,*6B
$GPGGA,130708.400,4352.0679,N,08117.9085,W,1,4,1.89,333.9,M,-35.3,M,,*62
$GPGGA,130708.600,4352.0676,N,08117.9088,W,1,4,1.89,333.7,M,-35.3,M,,*6C
$GPGGA,130708.800,4352.0674,N,08117.9090,W,1,4,1.89,333.5,M,-35.3,M,,*6B
$GPGGA,130709.000,4352.0672,N,08117.9092,W,1,4,1.89,333.5,M,-35.3,M,,*66
$GPGGA,130709.200,4352.0671,N,08117.9093,W,1,4,1.89,333.6,M,-35.3,M,,*65
$GPGGA,130709.400,4352.0670,N,08117.9094,W,1,4,1.89,333.6,M,-35.3,M,,*65
$GPGGA,130709.600,4352.0668,N,08117.9095,W,1,4,1.89,333.7,M,-35.3,M,,*6E
$GPGGA,130709.800,4352.0667,N,08117.9096,W,1,4,1.89,333.7,M,-35.3,M,,*6C
$GPGGA,130710.000,4352.0666,N,08117.9097,W,1,4,1.89,333.8,M,-35.3,M,,*63
$GPGGA,130710.200,4352.0665,N,08117.9098,W,1,4,1.89,333.8,M,-35.3,M,,*6D
$GPGGA,130710.400,4352.0664,N,08117.9099,W,1,4,1.89,333.8,M,-35.3,M,,*6B
$GPGGA,130710.600,4352.0663,N,08117.9100,W,1,4,1.89,333.8,M,-35.3,M,,*6F
$GPGGA,130710.800,4352.0662,N,08117.9100,W,1,4,1.89,333.8,M,-35.3,M,,*60
$GPGGA,130711.000,4352.0661,N,08117.9101,W,1,4,1.89,333.8,M,-35.3,M,,*6B
$GPGGA,130711.200,4352.0659,N,08117.9102,W,1,4,1.89,333.8,M,-35.3,M,,*61
$GPGGA,130711.400,4352.0658,N,08117.9103,W,1,4,1.89,333.7,M,-35.3,M,,*68
$GPGGA,130711.600,4352.0656,N,08117.9104,W,1,4,1.89,333.7,M,-35.3,M,,*63
$GPGGA,130711.800,4352.0655,N,08117.9105,W,1,4,1.89,333.7,M,-35.3,M,,*6F
$GPGGA,130712.000,4352.0654,N,08117.9106,W,1,4,1.89,333.7,M,-35.3,M,,*66
$GPGGA,130712.200,4352.0652,N,08117.9107,W,1,4,1.89,333.7,M,-35.3,M,,*63
$GPGGA,130712.400,4352.0651,N,08117.9108,W,1,4,1.89,333.8,M,-35.3,M,,*66
$GPGGA,130712.600,4352.0650,N,08117.9108,W,1,4,1.89,333.9,M,-35.3,M,,*64
$GPGGA,130712.800,4352.0649,N,08117.9109,W,1,4,1.89,333.9,M,-35.3,M,,*63
$GPGGA,130713.000,4352.0647,N,08117.9110,W,1,4,1.89,333.9,M,-35.3,M,,*6C
